,carat,cut,color,clarity,depth,table,price
904,0.31,Excellent,H,VVS1,61.8,56,$741 
905,0.31,Excellent,E,VS2,61.6,56,$781 
906,0.31,Excellent,D,SI1,60.8,55,$788 
907,0.31,Excellent,D,SI1,61.4,58,$791 
908,0.31,Excellent,G,VVS2,61.3,55,$797 
909,0.31,Excellent,E,VS1,61.8,55,$820 
910,0.31,Excellent,G,VVS1,62.1,56,$837 
911,0.31,Excellent,E,VS1,61.8,56,$838 
912,0.31,Excellent,H,IF,62.1,55,$846 
913,0.31,Excellent,G,VVS1,61.6,56,$906 
914,0.31,Excellent,D,VS1,61.9,55,$959 
915,0.31,Excellent,F,VVS1,62,55,"$1,063 "
916,0.31,Excellent,D,VVS2,61.7,55,"$1,118 "
917,0.3,Excellent,J,VVS2,61.9,55,$626 
918,0.3,Excellent,H,SI1,60.8,55,$648 
919,0.3,Excellent,F,SI1,62.1,55,$700 
920,0.3,Excellent,H,VS1,60.9,56,$711 
921,0.3,Excellent,I,VVS1,62.4,54,$758 
922,0.3,Excellent,G,VS2,62,55,$772 
923,0.3,Excellent,H,VVS1,61.8,56,$793 
924,0.3,Excellent,E,VS1,62,56,$819 
925,0.3,Excellent,G,VVS1,61.8,56,$820 
926,0.3,Excellent,D,VS1,62.1,56,$872 
927,0.3,Excellent,D,VS2,60.9,57,$878 
928,0.3,Excellent,F,VVS1,61.9,57,"$1,029 "
929,1.23,Ideal,D,VS2,-,-,"$13,800 "
930,0.72,Ideal,G,SI1,61.7,58,"$3,046 "
931,1.52,Excellent,I,VS2,60.1,60,"$9,949 "
932,1.3,Excellent,F,VS1,62.6,57,"$11,131 "
933,3.08,Ideal,D,SI2,62.5,55,"$45,535 "
934,2.42,Ideal,I,SI1,61,56,"$22,206 "
935,2.17,Ideal,G,SI1,60.8,56.8,"$24,469 "
936,2.07,Ideal,H,SI1,61.4,56.4,"$19,923 "
937,2.01,Ideal,E,SI1,67.4,45.2,"$31,552 "
938,1.74,Ideal,G,VS2,67.2,46.5,"$21,483 "
939,1.71,Ideal,F,SI1,61.4,56.6,"$14,099 "
940,1.63,Ideal,D,VS2,63.7,49.4,"$25,586 "
941,1.32,Ideal,H,SI2,61.8,56,"$7,614 "
942,1.19,Ideal,H,VS1,60.9,57.8,"$8,144 "
943,1.16,Ideal,G,VVS1,61.8,55.7,"$10,122 "
944,1.14,Ideal,I,SI2,64.1,50.8,"$6,452 "
945,1.13,Ideal,G,VS1,62.2,56,"$8,507 "
946,1.12,Ideal,G,VS1,62.2,56.1,"$8,432 "
947,1.08,Ideal,H,VS2,62.3,55.4,"$7,022 "
948,1.07,Ideal,G,VS2,67.6,44.9,"$8,650 "
949,1.05,Ideal,G,SI1,64.9,44.9,"$7,950 "
950,1.02,Ideal,E,SI2,61.8,55.8,"$5,814 "
951,1.02,Ideal,I,SI1,67.6,45,"$7,171 "
952,0.92,Ideal,I,SI2,65.6,48,"$4,377 "
953,0.86,Ideal,H,VS1,66.8,46.2,"$4,383 "
954,0.83,Ideal,I,SI2,64.9,49.9,"$2,768 "
955,0.78,Ideal,I,SI1,65.6,48.4,"$3,041 "
956,0.77,Ideal,F,VS1,61.9,55.5,"$4,257 "
957,0.76,Ideal,I,VS1,66.2,45.6,"$3,346 "
958,0.74,Ideal,H,SI2,62,56,"$1,796 "
959,0.72,Ideal,I,SI1,62.1,55.9,"$2,700 "
960,0.7,Ideal,D,SI2,62.4,56,"$3,011 "
961,0.7,Ideal,E,SI1,61.4,56.8,"$3,476 "
962,0.58,Ideal,E,VVS2,62,55.4,"$3,023 "
963,0.52,Ideal,H,SI1,61.9,54.9,"$1,479 "
964,0.46,Ideal,G,SI2,64.5,47.9,"$1,109 "
965,0.44,Ideal,I,IF,63.3,51.3,"$1,293 "
966,0.43,Ideal,G,VS1,63.9,49.2,"$1,315 "
967,0.35,Ideal,G,SI2,61,55.3,$924 
968,4.01,Excellent,H,VS1,62.7,57,"$69,164 "
969,3.82,Excellent,I,VVS2,61.5,57,"$80,119 "
970,3.01,Excellent,H,SI2,60.2,60,"$31,351 "
971,2.67,Excellent,H,VVS2,59.9,61,"$32,736 "
972,2.53,Excellent,D,VVS1,61.6,56,"$75,647 "
973,2.34,Excellent,G,VS1,61,56,"$45,889 "
974,2.23,Excellent,E,VS1,61.4,56,"$41,812 "
975,2.22,Excellent,J,VS2,62.1,57,"$16,632 "
976,2.1,Excellent,I,SI1,62.7,57,"$13,801 "
977,2.07,Excellent,E,VVS1,61.5,56,"$50,740 "
978,2.06,Excellent,E,VS1,60.9,57,"$34,505 "
979,2.06,Excellent,D,VS1,61.8,56,"$47,184 "
980,2.06,Excellent,D,VVS2,61.6,57,"$47,380 "
981,2.05,Excellent,D,VS2,61.4,56,"$33,312 "
982,2.04,Excellent,D,SI1,61.2,57,"$25,296 "
983,2.03,Excellent,D,VS2,61.3,56,"$34,401 "
984,2.03,Excellent,D,VS2,61.9,56,"$35,815 "
985,2.03,Excellent,D,VS1,61.7,56,"$47,125 "
986,2.02,Excellent,E,VS2,61.7,56,"$32,897 "
987,2.02,Excellent,D,VS1,61.4,57,"$46,893 "
988,2.01,Excellent,F,VS1,63.1,58,"$23,304 "
989,2.01,Excellent,E,VS1,61.8,56,"$37,185 "
990,2.01,Excellent,E,VVS2,61,57,"$38,156 "
991,2,Excellent,I,SI1,62.6,57,"$11,498 "
992,2,Excellent,F,VS1,61.7,55,"$34,833 "
993,1.85,Excellent,G,VVS1,61.7,56,"$26,600 "
994,1.77,Excellent,G,VVS2,62.2,56,"$23,286 "
995,1.77,Excellent,F,VVS2,61.9,56,"$27,248 "
996,1.74,Excellent,G,SI1,62.1,57,"$17,402 "
997,1.72,Excellent,G,SI1,62.3,57,"$15,033 "
998,1.72,Excellent,D,VS2,61.9,56,"$24,424 "
999,1.72,Excellent,E,VVS1,62.4,56,"$25,387 "
1000,1.72,Excellent,D,VS1,61.8,57,"$26,462 "
1001,1.72,Excellent,E,VVS1,62,56,"$28,711 "
1002,1.71,Excellent,I,VS2,62,57,"$11,494 "
1003,1.71,Excellent,G,VVS1,61.1,56,"$23,309 "
1004,1.7,Excellent,E,SI2,61.1,60,"$13,437 "
1005,1.6,Excellent,E,VS2,61.9,55,"$18,542 "
1006,1.59,Excellent,J,VVS1,62,55,"$11,408 "
1007,1.59,Excellent,H,VVS2,61.6,57,"$16,429 "
1008,1.59,Excellent,D,VS1,61.6,56,"$19,569 "
1009,1.58,Excellent,E,SI1,62.2,55,"$14,915 "
1010,1.58,Excellent,F,VVS1,62.2,56,"$25,429 "
1011,1.57,Excellent,G,VS1,62,56,"$18,127 "
1012,1.57,Excellent,G,VVS1,61.2,56,"$19,504 "
1013,1.57,Excellent,D,IF,61.8,57,"$35,063 "
1014,1.56,Excellent,E,SI1,61.7,56,"$14,726 "
1015,1.56,Excellent,H,VS1,61.6,56,"$15,577 "
1016,1.55,Excellent,F,SI1,61.5,55,"$14,213 "
1017,1.55,Excellent,F,VVS1,61.3,57,"$20,281 "
1018,1.55,Excellent,E,VS1,61.1,57,"$22,207 "
1019,1.55,Excellent,D,VVS1,61.4,57,"$24,593 "
1020,1.55,Excellent,D,IF,62,55,"$34,617 "
1021,1.54,Excellent,H,SI1,61,57,"$13,570 "
1022,1.54,Excellent,F,VS1,61.6,56,"$19,915 "
1023,1.53,Excellent,H,VS2,61.8,57,"$14,322 "
1024,1.53,Excellent,H,VS1,61.9,56,"$14,335 "
1025,1.53,Excellent,E,VS1,61.7,57,"$20,167 "
1026,1.53,Excellent,E,VVS1,61.6,56,"$24,080 "
1027,1.53,Excellent,F,VVS1,61.8,57,"$24,245 "
1028,1.53,Excellent,F,VVS1,61.4,58,"$24,245 "
1029,1.53,Excellent,D,SI2,61.2,57,"$30,731 "
1030,1.52,Excellent,H,SI1,61.5,56,"$12,015 "
1031,1.52,Excellent,I,VVS2,62.1,55,"$13,253 "
1032,1.52,Excellent,E,SI1,62.4,54,"$14,349 "
1033,1.52,Excellent,F,VS1,61.7,57,"$19,657 "
1034,1.52,Excellent,D,VS1,61.6,56,"$22,137 "
1035,1.51,Excellent,I,SI1,62.1,56,"$9,073 "
1036,1.51,Excellent,I,VVS1,61.5,57,"$13,727 "
1037,1.51,Excellent,F,VVS1,61.5,57,"$23,928 "
1038,1.51,Excellent,D,VVS1,61.9,56,"$25,831 "
1039,1.5,Excellent,J,VS1,61.4,57,"$10,306 "
1040,1.5,Excellent,H,SI1,62.1,56,"$12,463 "
1041,1.5,Excellent,G,VVS1,62,55,"$14,292 "
1042,1.5,Excellent,J,VVS2,63,55,"$8,394 "
1043,1.41,Excellent,H,VVS1,62.5,59,"$9,564 "
1044,1.4,Excellent,I,SI1,61.7,56,"$9,686 "
1045,1.36,Excellent,F,SI1,61.5,57,"$10,868 "
1046,1.35,Excellent,I,SI1,61.7,56,"$6,996 "
1047,1.35,Excellent,F,VS2,61.8,57,"$13,041 "
1048,1.31,Excellent,G,VVS1,62,57,"$14,465 "
1049,1.3,Excellent,H,SI1,60.7,59,"$7,351 "
1050,1.3,Excellent,I,VVS1,61.3,57,"$10,715 "
1051,1.3,Excellent,G,VS2,59.7,58,"$11,196 "
1052,1.3,Excellent,F,VVS2,61.5,57,"$15,229 "
1053,1.3,Excellent,D,VS1,61.2,57,"$16,066 "
1054,1.3,Excellent,F,IF,61.4,57,"$17,968 "
1055,1.29,Excellent,E,VS1,61.2,57,"$13,579 "
1056,1.27,Excellent,G,VS2,61.9,55,"$9,495 "
1057,1.27,Excellent,H,VS1,60.4,57,"$9,603 "
1058,1.27,Excellent,G,VVS1,61.5,57,"$11,669 "
1059,1.26,Excellent,I,VS1,60.6,58,"$8,696 "
1060,1.26,Excellent,G,VS2,61.5,57,"$10,118 "
1061,1.26,Excellent,H,VS1,61.8,57,"$10,233 "
1062,1.25,Excellent,I,VS2,62.3,56,"$8,577 "
1063,1.25,Excellent,D,VVS1,60.7,58,"$17,036 "
1064,1.24,Excellent,J,VS1,61.8,56,"$7,397 "
1065,1.24,Excellent,G,VVS2,61.5,60,"$8,625 "
1066,1.23,Excellent,I,VVS2,60.5,58,"$8,424 "
1067,1.23,Excellent,I,VVS2,61.2,56,"$8,945 "
1068,1.22,Excellent,I,VVS1,61,57,"$8,780 "
1069,1.22,Excellent,H,VS2,61.1,57,"$9,994 "
1070,1.22,Excellent,G,VS2,60.7,58,"$10,258 "
1071,1.22,Excellent,F,VS1,62,56,"$10,802 "
1072,1.22,Excellent,G,VVS1,61.7,57,"$12,238 "
1073,1.22,Excellent,G,VVS1,60.7,57,"$12,282 "
1074,1.22,Excellent,D,IF,60.7,58,"$21,333 "
1075,1.21,Excellent,J,SI1,61.1,57,"$6,233 "
1076,1.21,Excellent,H,SI1,61.6,56,"$7,953 "
1077,1.21,Excellent,H,VS2,61.8,55,"$8,719 "
1078,1.21,Excellent,F,SI1,61.5,57,"$9,223 "
1079,1.21,Excellent,H,VVS2,62.4,56,"$9,976 "
1080,1.21,Excellent,G,VS2,61.8,56,"$10,088 "
1081,1.21,Excellent,D,VS2,61.5,56,"$11,272 "
1082,1.21,Excellent,F,VVS1,61.6,57,"$14,347 "
1083,1.2,Excellent,J,VS2,61.7,56,"$7,179 "
1084,1.2,Excellent,I,SI1,61.4,58,"$8,213 "
1085,1.2,Excellent,F,SI1,61.7,56,"$9,008 "
1086,1.2,Excellent,F,SI1,61.7,56,"$10,096 "
1087,1.2,Excellent,F,VS2,60.8,57,"$10,482 "
1088,1.2,Excellent,G,VS2,61.9,56,"$10,736 "
1089,1.2,Excellent,G,VS1,61.5,56,"$10,741 "
1090,1.2,Excellent,G,VVS1,62,55,"$12,034 "
1091,1.2,Excellent,F,VS1,62.1,56,"$12,312 "
1092,1.2,Excellent,E,VVS2,60.8,57,"$14,091 "
1093,1.2,Excellent,D,VVS1,61.4,56,"$15,488 "
1094,1.19,Excellent,I,VVS2,61.6,56,"$8,224 "
1095,1.19,Excellent,G,SI1,61.6,54,"$8,406 "
1096,1.18,Excellent,I,SI1,61.4,56,"$6,520 "
1097,1.18,Excellent,J,VS2,61.7,56,"$6,630 "
1098,1.18,Excellent,I,VVS2,61.8,55,"$8,152 "
1099,1.18,Excellent,H,VS1,61.4,57,"$9,174 "
1100,1.18,Excellent,D,VS2,60.3,57,"$11,783 "
1101,1.18,Excellent,D,VS2,61.5,56,"$11,783 "
1102,1.17,Excellent,J,VVS2,61.2,56,"$6,704 "
1103,1.17,Excellent,J,VVS2,61.7,55,"$6,822 "
1104,1.17,Excellent,J,VS1,61.9,56,"$7,013 "
1105,1.17,Excellent,I,VVS2,61.3,55,"$8,083 "
1106,1.17,Excellent,G,SI1,61.2,57,"$8,265 "
1107,1.17,Excellent,G,VS2,61.7,56,"$9,477 "
1108,1.17,Excellent,G,VVS1,61.8,57,"$12,113 "
1109,1.16,Excellent,J,VS2,61.7,56,"$6,518 "
1110,1.16,Excellent,J,VVS2,61.2,56,"$6,763 "
1111,1.16,Excellent,I,SI1,61.5,56,"$6,828 "
1112,1.16,Excellent,I,VS2,61.8,56,"$7,398 "
1113,1.16,Excellent,I,SI1,61.8,57,"$7,472 "
1114,1.16,Excellent,I,VVS2,61.8,55,"$8,014 "
1115,1.16,Excellent,F,SI1,61.7,56,"$8,279 "
1116,1.16,Excellent,I,VVS1,61,57,"$8,323 "
1117,1.16,Excellent,G,VS2,62,56,"$9,303 "
1118,1.16,Excellent,F,VS1,61.6,55,"$11,264 "
1119,1.16,Excellent,D,VS1,61.8,56,"$12,479 "
1120,1.16,Excellent,D,VVS2,61.6,56,"$14,350 "
1121,1.16,Excellent,D,VVS1,61.2,56,"$15,312 "
1122,1.15,Excellent,J,VVS2,61.6,56,"$6,569 "
1123,1.15,Excellent,J,VS1,61.1,57,"$7,429 "
1124,1.15,Excellent,H,VS2,61.4,56,"$8,724 "
1125,1.15,Excellent,G,VVS1,62,56,"$11,225 "
1126,1.15,Excellent,E,VS1,61.4,58,"$11,582 "
1127,1.14,Excellent,H,VS2,61.7,55,"$8,648 "
1128,1.14,Excellent,F,VS1,61.6,57,"$11,069 "
1129,1.14,Excellent,F,VVS2,61.6,56,"$11,697 "
1130,1.14,Excellent,D,VS1,61.2,56,"$12,264 "
1131,1.14,Excellent,F,VVS1,62,56,"$14,213 "
1132,1.14,Excellent,D,VVS2,61.9,56,"$15,189 "
1133,1.13,Excellent,I,VS2,60.9,57,"$7,264 "
1134,1.13,Excellent,I,VVS1,61.4,56,"$7,714 "
1135,1.13,Excellent,H,VVS1,61.3,57,"$9,312 "
1136,1.13,Excellent,F,VS2,61.3,56,"$9,795 "
1137,1.13,Excellent,E,VS2,61.9,56,"$10,458 "
1138,1.13,Excellent,G,VVS2,60.6,58,"$10,986 "
1139,1.13,Excellent,D,VS1,61.5,56,"$12,156 "
1140,1.13,Excellent,D,VVS1,61.8,56,"$14,374 "
1141,1.12,Excellent,J,VS1,61.9,57,"$6,604 "
1142,1.12,Excellent,J,VVS1,61.2,57,"$6,734 "
1143,1.12,Excellent,H,SI1,61.6,56,"$7,394 "
1144,1.12,Excellent,I,VVS1,61.3,56,"$7,645 "
1145,1.12,Excellent,G,SI1,60.9,57,"$7,911 "
1146,1.12,Excellent,G,SI1,61.8,56,"$7,911 "
1147,1.12,Excellent,I,VVS1,61.6,55,"$8,550 "
1148,1.12,Excellent,H,VS1,61.9,55,"$8,708 "
1149,1.12,Excellent,G,VS2,61.7,57,"$9,072 "
1150,1.12,Excellent,G,VS1,61.3,57,"$9,677 "
1151,1.12,Excellent,D,VS2,62.1,57,"$11,184 "
1152,1.12,Excellent,D,VVS2,61.3,57,"$14,923 "
1153,1.11,Excellent,J,VVS2,61.6,56,"$6,341 "
1154,1.11,Excellent,I,SI1,61.9,56,"$6,487 "
1155,1.11,Excellent,J,VS1,62,55,"$6,555 "
1156,1.11,Excellent,H,VS2,61.6,56,"$8,014 "
1157,1.11,Excellent,H,VS2,61.5,57,"$8,420 "
1158,1.11,Excellent,G,VS2,61.9,57,"$8,902 "
1159,1.11,Excellent,G,VS1,61.7,57,"$10,120 "
1160,1.11,Excellent,D,VS2,61.5,57,"$11,084 "
1161,1.1,Excellent,J,VVS2,61.8,56,"$6,284 "
1162,1.1,Excellent,J,VS1,61.4,56,"$6,593 "
1163,1.1,Excellent,I,VS2,61.8,56,"$7,015 "
1164,1.1,Excellent,H,SI1,61.4,56,"$7,262 "
1165,1.1,Excellent,I,VVS1,60.6,57,"$7,509 "
1166,1.1,Excellent,H,VS2,62,57,"$8,344 "
1167,1.1,Excellent,G,VS2,61.5,57,"$8,822 "
1168,1.1,Excellent,D,VS1,61.5,56,"$11,833 "
1169,1.1,Excellent,D,VS1,61.2,57,"$11,858 "
1170,1.1,Excellent,D,VS2,61.5,57,"$11,880 "
1171,1.1,Excellent,E,VS1,61.8,57,"$12,065 "
1172,1.09,Excellent,J,VS2,61.6,57,"$6,069 "
1173,1.09,Excellent,J,VS2,61.6,57,"$6,069 "
1174,1.09,Excellent,I,SI1,60.9,55,"$6,845 "
1175,1.09,Excellent,I,VS2,61.5,55,"$7,104 "
1176,1.09,Excellent,I,VVS2,61.9,55,"$7,281 "
1177,1.09,Excellent,I,VVS1,60.4,57,"$7,562 "
1178,1.09,Excellent,I,VS1,61.3,56,"$7,869 "
1179,1.09,Excellent,F,SI1,61.7,56,"$7,969 "
1180,1.09,Excellent,H,VS1,61.5,56,"$8,174 "
1181,1.09,Excellent,F,VS1,61.1,56,"$10,136 "
1182,1.09,Excellent,F,VVS2,62,56,"$11,525 "
1183,1.09,Excellent,D,VVS2,61.6,55,"$14,071 "
1184,1.09,Excellent,D,IF,61.1,57,"$18,219 "
1185,1.08,Excellent,D,SI2,62.2,56,"$5,794 "
1186,1.08,Excellent,J,VS1,61.2,58,"$6,763 "
1187,1.08,Excellent,I,VS1,61.7,55,"$7,214 "
1188,1.08,Excellent,I,VS1,60.4,57,"$7,214 "
1189,1.08,Excellent,I,VVS1,60.8,56,"$7,263 "
1190,1.08,Excellent,G,SI1,61.7,57,"$7,327 "
1191,1.08,Excellent,I,VVS1,60.7,56,"$7,493 "
1192,1.08,Excellent,G,SI1,61.5,56,"$7,530 "
1193,1.08,Excellent,F,SI1,60.8,58,"$7,841 "
1194,1.08,Excellent,E,SI1,61,57,"$8,068 "
1195,1.08,Excellent,H,VS1,61.6,56,"$8,100 "
1196,1.08,Excellent,H,VS1,62.1,56,"$8,205 "
1197,1.08,Excellent,H,VS1,61.9,55,"$8,232 "
1198,1.08,Excellent,I,IF,61.8,56,"$8,404 "
1199,1.08,Excellent,G,VS2,61.5,56,"$8,482 "
1200,1.08,Excellent,H,VS2,61.7,56,"$8,511 "
1201,1.08,Excellent,H,VVS1,62,56,"$9,051 "
1202,1.08,Excellent,G,VVS1,60.8,56,"$10,158 "
1203,1.08,Excellent,F,VS1,61.3,56,"$11,158 "
1204,1.08,Excellent,E,VS1,61.7,56,"$11,361 "
1205,1.08,Excellent,F,VVS2,60.3,57,"$11,419 "
1206,1.08,Excellent,F,VVS1,61.3,56,"$12,738 "
1207,1.07,Excellent,J,VVS2,61.6,56,"$6,207 "
1208,1.07,Excellent,H,VS2,61.4,56,"$7,922 "
1209,1.07,Excellent,D,SI1,61.6,55,"$8,007 "
1210,1.07,Excellent,H,VS1,61.3,56,"$8,025 "
1211,1.07,Excellent,I,VVS1,61.6,57,"$8,026 "
1212,1.07,Excellent,H,VVS2,62,55,"$8,229 "
1213,1.07,Excellent,E,SI1,61.5,57,"$9,002 "
1214,1.07,Excellent,D,VS2,62.2,56,"$9,155 "
1215,1.07,Excellent,E,VS1,62.1,56,"$10,205 "
1216,1.07,Excellent,D,VS2,61.6,56,"$10,806 "
1217,1.07,Excellent,D,VS2,60.9,56,"$11,556 "
1218,1.07,Excellent,E,VVS1,61.6,57,"$12,689 "
1219,1.06,Excellent,I,SI2,62,56,"$4,349 "
1220,1.06,Excellent,J,VS2,61.8,56,"$5,902 "
1221,1.06,Excellent,J,VVS2,61.3,56,"$6,149 "
1222,1.06,Excellent,I,VS2,60.5,57,"$6,649 "
1223,1.06,Excellent,H,SI1,61.6,56,"$6,870 "
1224,1.06,Excellent,I,VS1,61,56,"$6,884 "
1225,1.06,Excellent,I,VS1,61.8,55,"$7,081 "
1226,1.06,Excellent,H,VS2,61.7,56,"$7,162 "
1227,1.06,Excellent,H,VS2,61.8,56,"$7,848 "
1228,1.06,Excellent,H,VVS2,61.3,58,"$8,786 "
1229,1.06,Excellent,G,VS1,61.4,56,"$8,821 "
1230,1.06,Excellent,H,VVS1,62.3,56,"$8,883 "
1231,1.06,Excellent,G,VS2,61.6,56,"$8,969 "
1232,1.06,Excellent,G,VVS2,62.1,56,"$10,042 "
1233,1.06,Excellent,E,VS1,61.3,57,"$10,407 "
1234,1.06,Excellent,F,IF,61.2,57,"$10,682 "
1235,1.06,Excellent,F,VS1,61.9,56,"$10,951 "
1236,1.06,Excellent,D,VS1,61.8,57,"$11,239 "
1237,1.06,Excellent,D,VS1,61.9,56,"$11,239 "
1238,1.06,Excellent,F,VVS1,61.2,57,"$12,224 "
1239,1.05,Excellent,J,VS2,61.9,56,"$5,426 "
1240,1.05,Excellent,J,VVS1,60.9,57,"$6,234 "
1241,1.05,Excellent,I,SI1,62.3,55,"$6,347 "
1242,1.05,Excellent,J,IF,61.4,57,"$6,423 "
1243,1.05,Excellent,J,VVS2,62.1,54,"$6,671 "
1244,1.05,Excellent,I,VVS2,61.5,56,"$6,965 "
1245,1.05,Excellent,I,VVS2,61.7,55,"$7,124 "
1246,1.05,Excellent,F,SI1,61.4,57,"$7,624 "
1247,1.05,Excellent,H,VS1,61.7,56,"$7,875 "
1248,1.05,Excellent,H,VS1,61.2,56,"$7,875 "
1249,1.05,Excellent,H,VS1,60.5,57,"$8,003 "
1250,1.05,Excellent,G,VS1,61.1,57,"$8,481 "
1251,1.05,Excellent,H,VVS2,61.9,54,"$8,703 "
1252,1.05,Excellent,G,VS2,61.6,56,"$8,794 "
1253,1.05,Excellent,F,VS1,61.6,57,"$10,848 "
1254,1.05,Excellent,F,VVS2,61.3,56,"$11,102 "
1255,1.05,Excellent,F,VVS2,61.8,56,"$11,102 "
1256,1.05,Excellent,D,VS1,61.6,56,"$11,331 "
1257,1.05,Excellent,D,VS2,61.9,56,"$11,340 "
1258,1.05,Excellent,F,VVS1,62.4,56,"$12,384 "
1259,1.05,Excellent,D,VVS2,61.7,57,"$12,882 "
1260,1.04,Excellent,J,VVS1,61.8,56,"$6,768 "
1261,1.04,Excellent,I,VS2,61.8,56,"$6,778 "
1262,1.04,Excellent,I,VS1,61.6,55,"$6,947 "
1263,1.04,Excellent,G,SI1,61,55,"$7,097 "
1264,1.04,Excellent,I,VVS1,62.2,55,"$7,215 "
1265,1.04,Excellent,I,VVS1,61.6,56,"$7,215 "
1266,1.04,Excellent,H,VS1,60.5,56,"$7,800 "
1267,1.04,Excellent,H,VS1,61.7,57,"$7,800 "
1268,1.04,Excellent,D,SI1,61.7,56,"$8,087 "
1269,1.04,Excellent,G,VS2,62,56,"$8,161 "
1270,1.04,Excellent,G,VVS2,60.8,58,"$9,623 "
1271,1.04,Excellent,G,VVS1,61.8,55,"$9,644 "
1272,1.04,Excellent,F,VVS2,61.4,57,"$9,683 "
1273,1.04,Excellent,E,VS1,61.3,57,"$10,122 "
1274,1.04,Excellent,D,VS1,61.3,58,"$10,793 "
1275,1.04,Excellent,F,VVS2,61.8,56,"$10,996 "
1276,1.04,Excellent,J,I1,61.4,57,"$2,449 "
1277,1.03,Excellent,J,VVS1,61.4,56,"$6,026 "
1278,1.03,Excellent,J,SI2,60.8,55,"$6,229 "
1279,1.03,Excellent,J,VS1,61.4,57,"$6,449 "
1280,1.03,Excellent,I,VS1,61,56,"$6,880 "
1281,1.03,Excellent,I,VS1,61.3,56,"$6,880 "
1282,1.03,Excellent,H,VS2,61.5,57,"$8,117 "
1283,1.03,Excellent,E,VS1,61.1,57,"$9,909 "
1284,1.03,Excellent,E,VS1,61.4,56,"$9,909 "
1285,1.03,Excellent,F,VS1,61.5,56,"$10,641 "
1286,1.03,Excellent,F,VVS2,62.3,56,"$10,891 "
1287,1.03,Excellent,D,VVS2,62.4,56,"$11,695 "
1288,1.03,Excellent,E,VVS1,62.2,56,"$12,994 "
1289,1.02,Excellent,J,VVS2,61.8,57,"$5,917 "
1290,1.02,Excellent,I,VS1,61.9,55,"$6,709 "
1291,1.02,Excellent,I,VS1,61.1,56,"$6,814 "
1292,1.02,Excellent,I,VS1,61.8,56,"$7,067 "
1293,1.02,Excellent,I,VVS1,61.8,56,"$7,076 "
1294,1.02,Excellent,I,VVS1,61.8,56,"$7,076 "
1295,1.02,Excellent,F,SI1,61.3,57,"$7,406 "
1296,1.02,Excellent,I,VVS2,61.7,57,"$7,418 "
1297,1.02,Excellent,I,VVS1,61.9,56,"$7,651 "
1298,1.02,Excellent,H,VS1,61,56,"$8,245 "
1299,1.02,Excellent,H,VS1,60.3,58,"$8,266 "
1300,1.02,Excellent,E,VS1,61.9,56,"$8,636 "
1301,1.02,Excellent,H,VVS1,61.7,57,"$8,803 "
1302,1.02,Excellent,D,VS2,61.7,57,"$9,728 "
1303,1.02,Excellent,D,VS2,61.6,56,"$9,728 "
1304,1.02,Excellent,E,VS1,61.6,56,"$9,812 "
1305,1.02,Excellent,F,VVS2,61.5,56,"$10,205 "
1306,1.02,Excellent,D,VS1,61.7,55,"$10,890 "
1307,1.02,Excellent,D,VS1,61.8,55,"$11,350 "
1308,1.01,Excellent,J,SI1,61.9,60,"$4,495 "
1309,1.01,Excellent,G,SI2,61.9,56,"$5,292 "
1310,1.01,Excellent,J,VS1,61.4,57,"$5,772 "
1311,1.01,Excellent,I,VS1,61.3,56,"$6,336 "
1312,1.01,Excellent,I,SI1,62,57,"$6,343 "
1313,1.01,Excellent,I,SI1,62.2,55,"$6,343 "
1314,1.01,Excellent,I,VS1,61.4,57,"$6,594 "
1315,1.01,Excellent,I,VVS2,61.7,56,"$6,747 "
1316,1.01,Excellent,I,VVS2,61.5,56,"$6,853 "
1317,1.01,Excellent,I,VVS2,61.2,55,"$6,903 "
1318,1.01,Excellent,I,VVS1,61.5,57,"$7,007 "
1319,1.01,Excellent,I,VVS1,61.8,56,"$7,007 "
1320,1.01,Excellent,I,VVS1,61.6,56,"$7,007 "
1321,1.01,Excellent,I,VS2,61.6,57,"$7,054 "
1322,1.01,Excellent,I,VVS1,61.4,56,"$7,463 "
1323,1.01,Excellent,I,VVS1,61.8,57,"$7,576 "
1324,1.01,Excellent,H,VVS2,60.9,57,"$8,390 "
1325,1.01,Excellent,F,VS2,62.2,54,"$9,298 "
1326,1.01,Excellent,E,VS2,61.5,58,"$9,650 "
1327,1.01,Excellent,D,VS1,61.7,56,"$9,777 "
1328,1.01,Excellent,D,VS1,61.7,55,"$9,922 "
1329,1.01,Excellent,D,VS1,61.4,55,"$9,990 "
1330,1.01,Excellent,D,VS1,60.8,57,"$10,352 "
1331,1.01,Excellent,D,VVS2,61.9,55,"$10,614 "
1332,1.01,Excellent,E,VS1,61.5,57,"$10,832 "
1333,1.01,Excellent,E,VS1,61.1,57,"$10,832 "
1334,1.01,Excellent,E,VVS1,60.4,57,"$11,073 "
1335,1.01,Excellent,F,VVS1,62.1,56,"$11,912 "
1336,1.01,Excellent,F,VVS1,62,56,"$11,912 "
1337,1.01,Excellent,F,VVS1,60.9,56,"$11,912 "
1338,1.01,Excellent,I,IF,64.3,57,"$4,982 "
1339,1,Excellent,J,SI2,60.4,58,"$4,150 "
1340,1,Excellent,F,VS1,62.9,57,"$5,916 "
1341,1,Excellent,I,VVS2,60.6,56,"$6,079 "
1342,1,Excellent,H,VS2,61.5,57,"$7,165 "
